tt0008652	2	nm0138386	actress		["Lucie Manette"]
tt0008652	3	nm0165134	actor		["Marquis St.Evenmonde"]
tt0008652	4	nm0562197	actor		["Jacques Defarge"]
tt0008652	5	nm0515979	director		
tt0008652	6	nm0002042	writer	novel "A Tale of Two Cities"	
tt0008652	7	nm0288119	cinematographer		
tt0008652	8	nm0774087	cinematographer		
tt0009088	1	nm0491048	actor		["Simp, Second Prisoner"]
tt0009088	2	nm0783865	actor		["Larry, First Prisoner"]
tt0009088	3	nm0456189	actress		["Dolly Dare"]
tt0009088	4	nm0564691	actor		["Warden"]
tt0009088	5	nm0048305	writer	writer	
tt0009088	6	nm0807236	producer	producer	
tt0009088	7	nm0369148	actor		["Prison guard"]
tt0009088	8	nm0313478	actor		["Prisoner"]
tt0009737	10	nm0222407	actor		["Uncle ''Jemmy'' Landicutt"]
tt0009737	1	nm0183994	actress		["Virginie Harbrok"]
tt0009737	2	nm0571205	actor		["Philip Landicutt"]
tt0009737	3	nm0002233	actor		["Lt. Kurt von Schnieditz"]
tt0009737	4	nm0504476	actress		["Margaret Landicutt"]
tt0009737	5	nm0189076	director		
tt0009737	6	nm0028774	writer	novel "The Three Things"	
tt0009737	7	nm0459053	producer	producer	
tt0009737	8	nm3831508	composer		
tt0009737	9	nm0005896	cinematographer		
tt0009887	10	nm0318981	actor		["Office Worker"]
tt0009887	1	nm0516001	actor		["The Boy"]
tt0009887	2	nm0689444	actor		["The Corn-Fed Secretary"]
tt0009887	3	nm0199841	actress		["Switchboard Operator"]
tt0009887	4	nm0112239	actor		["Small Office Worker"]
tt0009887	5	nm0730018	director		
tt0009887	6	nm0907778	writer	writer	
tt0009887	7	nm0004592	composer		
tt0009887	8	nm0122685	actor		["Small Role"]
tt0009887	9	nm0280261	actor		["Office Worker"]
tt0009892	10	nm0078806	actress		
tt0009892	1	nm0546295	actress		["Aurora"]
tt0009892	2	nm0191899	actor		["Andranik"]
tt0009892	3	nm0632160	actress		["Edith Graham"]
tt0009892	4	nm0605118	actor		["U.S. Ambassador Henry Morgenthau"]
tt0009892	5	nm0002177	director		
tt0009892	6	nm0309568	writer	book "Ravished Armenia"	
tt0009892	7	nm0152165	writer		
tt0009892	8	nm0783152	producer	producer	
tt0009892	9	nm0922203	actress		
tt0009973	1	nm0516001	actor		["The Boy"]
tt0009973	2	nm0199841	actress		["The Girl"]
tt0009973	3	nm0689444	actor		["Director of Musical Comedy"]
tt0009973	4	nm0319532	actress		["'Bearcat' the Landlady"]
tt0009973	5	nm0730018	director		
tt0009973	6	nm0907778	writer	titles	
tt0009973	7	nm0004592	composer		
tt0009977	10	nm0316995	actor		["Chub -Jode's Helpful Cowboy Friend"]
tt0009977	1	nm0607273	actor		["Jode MacWilliams - the Foreman of Circle O, in Love with Peg"]
tt0009977	2	nm0497200	actor		["Pa Owens - the Owner of the Ranch, Peg's Dad"]
tt0009977	3	nm0485450	actress		["Peg Owens - the Ranch Owner's Daughter"]
tt0009977	4	nm0122655	actor		
tt0009977	5	nm0000406	director		
tt0009977	6	nm0177342	writer	story "The Trail of the Billy-Doo"	
tt0009977	7	nm0824274	writer	scenario	
tt0009977	8	nm0940629	actor		["Dutch"]
tt0009977	9	nm0150340	actor		["Fritz"]
tt0010522	10	nm0397907	actor		
tt0010522	1	nm0516001	actor		["The Chef"]
tt0010522	2	nm0199841	actress		
tt0010522	3	nm0689444	actor		["The Assistant Chef"]
tt0010522	4	nm0417168	actor		
tt0010522	5	nm0730018	director		
tt0010522	6	nm0086430	actor		
tt0010522	7	nm0112239	actor		
tt0010522	8	nm0269547	actor		
tt0010522	9	nm0367612	actor		
tt0010726	10	nm0778303	cinematographer		
tt0010726	1	nm0212234	actor		["Kay Hoog"]
tt0010726	2	nm0649916	actress		["Lio Sha"]
tt0010726	3	nm0313308	actor		["Dr. Telphas"]
tt0010726	4	nm0196820	actress		["Sonnenpriesterin Naela"]
tt0010726	5	nm0000485	director		
tt0010726	6	nm0690143	producer	producer	
tt0010726	7	nm2563774	composer		
tt0010726	8	nm0005713	cinematographer		
tt0010726	9	nm0389155	cinematographer		
tt0011521	1	nm0516001	actor		["The Boy"]
tt0011521	2	nm0205192	actress		["The Girl"]
tt0011521	3	nm0112234	actor		["The Rival"]
tt0011521	4	nm0112239	actor		["Little Man in Telephone Booth"]
tt0011521	5	nm0730018	director		
tt0011521	6	nm0628345	director	co-director	
tt0011521	7	nm0907778	writer	titles	
tt0011521	8	nm0004592	composer		
tt0011521	9	nm0526517	cinematographer		
tt0011607	10	nm0862321	actor		["The Beadle"]
tt0011607	1	nm0137320	actress		["Dame Margarete"]
tt0011607	2	nm0753885	actor		["Sofren Ivarson"]
tt0011607	3	nm0022011	actress		["Mari - His Sweetheart"]
tt0011607	4	nm0042014	actor		["First Candidate"]
tt0011607	5	nm0003433	director		
tt0011607	6	nm0418114	writer	after a story by	
tt0011607	7	nm0774256	cinematographer		
tt0011607	8	nm0375838	actor		["The Gardener"]
tt0011607	9	nm0630927	actress		["Gunvor"]
tt0011908	10	nm0919079	producer	producer	
tt0011908	1	nm0511104	actor		["Tarzan"]
tt0011908	2	nm0521120	actress		["Jane"]
tt0011908	3	nm0671501	actor		["Clayton"]
tt0011908	4	nm0926386	actor		["Rokoff"]
tt0011908	5	nm0384616	director		
tt0011908	6	nm0796657	director		
tt0011908	7	nm0123194	writer	novel "The Return of Tarzan"	
tt0011908	8	nm0884265	writer	scenario	
tt0011908	9	nm0257877	writer	intertitles	
tt0011960	10	nm0477815	actress		["Frau des Kommandanten"]
tt0011960	1	nm0624470	actress		["Rischka"]
tt0011960	2	nm0418131	actor		["Kommandant der Festung Tossenstein"]
tt0011960	3	nm0373928	actor		["Leutnant Alexis"]
tt0011960	4	nm0225905	actor		["Claudius"]
tt0011960	5	nm0523932	director		
tt0011960	6	nm0473134	writer		
tt0011960	7	nm0005882	cinematographer		
tt0011960	8	nm0858164	actor		["Pepo"]
tt0011960	9	nm0577914	actress		["Lilli"]
tt0012699	10	nm0640116	cinematographer		
tt0012699	1	nm0101071	actor		["The Sky Pilot"]
tt0012699	2	nm0601067	actress		["Gwen"]
tt0012699	3	nm0124877	actor		["Bill Hendricks"]
tt0012699	4	nm0865178	actor		["The Old Timer"]
tt0012699	5	nm0896542	director		
tt0012699	6	nm0175451	writer	novel	
tt0012699	7	nm0337838	writer	adaptation	
tt0012699	8	nm0002209	writer		
tt0012699	9	nm0193282	producer	producer	
tt0013127	10	nm0314898	cinematographer		
tt0013127	1	nm0142195	actress		["Peggy"]
tt0013127	2	nm0174393	actor		["Roosevelt Pershing 'Roosie' Smith"]
tt0013127	3	nm0607138	actor		["Booker T. Bacon"]
tt0013127	4	nm0082468	actor		["Our Gang Member"]
tt0013127	5	nm0569697	director		
tt0013127	6	nm0573743	director		
tt0013127	7	nm0569696	writer		
tt0013127	8	nm0730018	writer	story	
tt0013127	9	nm0907778	writer	titles	
tt0013427	1	nm1354245	actor		["Nanook"]
tt0013427	2	nm0638725	actress		["Nanook's Wife - the Smiling One"]
tt0013427	3	nm0192066	actress		["Cunayou -Nanook's Daughter"]
tt0013427	4	nm0020180	actor		["Allegoo - Nanook's Son"]
tt0013427	5	nm0280904	director		
tt0013427	6	nm0280878	writer	idea	
tt0013427	7	nm1018886	composer		
tt0013427	8	nm0798978	composer		
tt0013427	9	nm2625039	editor		
tt0013590	1	nm0001932	actor		["John Alden Jr."]
tt0013590	2	nm0521310	actor		["Uncle Jim Alden"]
tt0013590	3	nm0832955	actor		["Uncle Ned"]
tt0013590	4	nm0950102	actor		["Donald Peabody"]
tt0013590	5	nm0454771	director		
tt0013590	6	nm0115063	writer	story	
tt0013590	7	nm0332539	writer		
tt0013590	8	nm0007239	cinematographer		
tt0013590	9	nm0543836	editor		
tt0013750	10	nm0005806	cinematographer		
tt0013750	1	nm0203836	actress		["Mary Tudor"]
tt0013750	2	nm0822477	actor		["Charles Brandon"]
tt0013750	3	nm0362361	actor		["Henry VIII"]
tt0013750	4	nm0175583	actress		["Queen Catherine"]
tt0013750	5	nm0897085	director		
tt0013750	6	nm0495461	writer		
tt0013750	7	nm0538186	writer	novel	
tt0013750	8	nm0715564	writer	adaptation	
tt0013750	9	nm0676733	composer		
tt0015200	10	nm0377830	actress		["Isabelle Fèvre"]
tt0015200	1	nm0199087	actress		["Thérèse Duverne"]
tt0015200	2	nm0332135	actress		["Lea"]
tt0015200	3	nm0579663	actor		["Edmund Durverne"]
tt0015200	4	nm0341586	actor		["Igor"]
tt0015200	5	nm0075960	director		
tt0015200	6	nm0325135	writer		
tt0015200	7	nm0603008	writer	story	
tt0015200	8	nm0322688	cinematographer		
tt0015200	9	nm0283555	actor		["Petit Mathieu"]
tt0015378	10	nm0431457	actor		["Sing Joy"]
tt0015378	1	nm0167782	actor		["Joe"]
tt0015378	2	nm0174393	actor		["Jackie"]
tt0015378	3	nm0200040	actor		["Mickey"]
tt0015378	4	nm0396012	actor		["Farina"]
tt0015378	5	nm0569697	director		
tt0015378	6	nm0730018	writer	story	
tt0015378	7	nm0907778	writer	titles	
tt0015378	8	nm0466505	actress		["Mary"]
tt0015378	9	nm0760376	actor		["Andy"]
tt0015552	1	nm0310788	actress		["Alice"]
tt0015552	2	nm0000370	director		
tt0015552	3	nm0411208	cinematographer		
tt0015847	10	nm0847068	actor		["Naotaro's father"]
tt0015847	1	nm3152290	actor		
tt0015847	2	nm0875316	actress		["Okinu, Naotaro's sister"]
tt0015847	3	nm0442824	actor		["Junichi Okamoto"]
tt0015847	4	nm0590777	actor		["American scholar"]
tt0015847	5	nm0003226	director		
tt0015847	6	nm0793684	writer		
tt0015847	7	nm0948405	cinematographer		
tt0015847	8	nm0846176	actress		["Taro Maesaka"]
tt0015847	9	nm0559557	actress		["Junichi's mother"]
tt0016251	10	nm0446953	actor		["Mr. McKee"]
tt0016251	1	nm0090187	actress		["Fernanda"]
tt0016251	2	nm0641776	actor		["Pat O'Malley"]
tt0016251	3	nm0001230	actor		["Don Jaime"]
tt0016251	4	nm0295688	actress		["Mrs. McKee"]
tt0016251	5	nm0896542	director		
tt0016251	6	nm0066946	writer		
tt0016251	7	nm0426515	writer		
tt0016251	8	nm0728283	writer	novel	
tt0016251	9	nm0036507	cinematographer		
tt0016627	10	nm0280605	actress		["Vicomtesse de Lavedan"]
tt0016627	1	nm0318105	actor		["Marquis Christian de Bardelys"]
tt0016627	2	nm0090187	actress		["Roxalanne de Lavedan"]
tt0016627	3	nm0195460	actor		["Comte de Chatellerault"]
tt0016627	4	nm0069373	actor		["Vicomte de Lavedan"]
tt0016627	5	nm0896542	director		
tt0016627	6	nm0754581	writer	novel "Bardelys the Magnificent"	
tt0016627	7	nm0267913	writer	adaptation and scenario	
tt0016627	8	nm0014703	writer	titles	
tt0016627	9	nm0200125	cinematographer		
tt0016730	10	nm0587926	cinematographer		
tt0016730	1	nm0431433	actress		["Antoinette B. 'A.B.' Allen"]
tt0016730	2	nm0601962	actor		["Jimmie Bancroft"]
tt0016730	3	nm0249187	actor		["T.M. Bancroft"]
tt0016730	4	nm0250366	actor		["Dr. A. 'Tut' Tutweiler"]
tt0016730	5	nm0806061	director		
tt0016730	6	nm0422382	writer	adaptation	
tt0016730	7	nm0853042	writer	adaptation	
tt0016730	8	nm0780803	writer	from the play by	
tt0016730	9	nm0469166	writer	titles	
tt0017014	10	nm0358213	editor		
tt0017014	1	nm0001932	actor		["Prince Rupert of Koronia"]
tt0017014	2	nm0602914	actress		["Linda Lee Stafford"]
tt0017014	3	nm0449698	actor		["Count Anton Teschy"]
tt0017014	4	nm0895798	actor		["Baron Karnaby"]
tt0017014	5	nm0916177	director		
tt0017014	6	nm0858440	writer	play	
tt0017014	7	nm0694345	writer	adaptation	
tt0017014	8	nm0048305	writer	scenario	
tt0017014	9	nm0447095	cinematographer		
tt0017463	10	nm0006149	composer		
tt0017463	1	nm0639563	actor		["Dan O'Malley"]
tt0017463	2	nm0096152	actress		["Lee Carleton"]
tt0017463	3	nm0854414	actor		["Layne Hunter"]
tt0017463	4	nm0764346	actor		["'Bull' Stanley"]
tt0017463	5	nm0000406	director		
tt0017463	6	nm0924268	writer	suggested by the novel: "Over the Border"	
tt0017463	7	nm0831958	writer	adaptation	
tt0017463	8	nm0817809	writer	titles	
tt0017463	9	nm0102167	writer	titles	
tt0017525	10	nm0220080	cinematographer		
tt0017525	1	nm0079645	actor		["Percy Nudge"]
tt0017525	2	nm0167395	actor		["Dusty Duncan"]
tt0017525	3	nm0382454	actress		["Ruth"]
tt0017525	4	nm0604813	actor		["'Rough' Rufus"]
tt0017525	5	nm0520419	director		
tt0017525	6	nm0317319	writer	titles	
tt0017525	7	nm0576940	writer	story	
tt0017525	8	nm0784407	producer	producer	
tt0017525	9	nm0004592	composer		
tt0017726	10	nm0029098	cinematographer		
tt0017726	1	nm0286924	actor		["Fredl"]
tt0017726	2	nm0000017	actress		["Erni Göttlinger - ein flatterhaftes Mädchen"]
tt0017726	3	nm0016641	actor		["Kommerzialrat Göttlinger Ernis Vater"]
tt0017726	4	nm0183205	actress		["Göttlingers Freundin"]
tt0017726	5	nm0879802	director		
tt0017726	6	nm0278900	writer	play "Die Liebesbörse"	
tt0017726	7	nm0045553	writer		
tt0017726	8	nm0464355	producer	producer	
tt0017726	9	nm2335479	composer		
tt0018453	1	nm6175917	actor		["Embassy Secretary"]
tt0018453	2	nm6175918	actor		["First Diplomatic Courier"]
tt0018453	3	nm6175919	actor		["nd. Diplomatic Courier"]
tt0018453	4	nm6175920	actress		["Helen Viskovska"]
tt0018453	5	nm0235590	director		
tt0018453	6	nm6175925	writer		
tt0018453	7	nm6175926	writer		
tt0018453	8	nm6175924	writer		
tt0018453	9	nm0468931	cinematographer		
tt0018484	10	nm0504380	cinematographer		
tt0018484	1	nm0003377	actor		["Harry - the Odd Fellow"]
tt0018484	2	nm0566273	actress		["Gladys - the Girl"]
tt0018484	3	nm0444379	actor		["The Husband"]
tt0018484	4	nm0856916	actor		["Harry's Boss"]
tt0018484	5	nm0248909	writer	adaptation	
tt0018484	6	nm0486034	writer	adaptation	
tt0018484	7	nm0566745	writer		
tt0018484	8	nm0727999	writer	story	
tt0018484	9	nm0262758	cinematographer		
tt0018505	1	nm0283901	actor		["Volodia, a Printer"]
tt0018505	2	nm0060693	actor		["Kolia, the Husband"]
tt0018505	3	nm0783979	actress		["Liuda Semyonova, the Wife"]
tt0018505	4	nm0951029	actor		["Building Superintendent"]
tt0018505	5	nm0740282	director		
tt0018505	6	nm0794531	writer	story	
tt0018505	7	nm0316485	cinematographer		
tt0018525	10	nm0257638	editor		
tt0018525	1	nm0001076	actress		["Monica Dale"]
tt0018525	2	nm0271503	actor		["Bob Mason"]
tt0018525	3	nm0124287	actor		["Tony Garland"]
tt0018525	4	nm0616659	actress		["Kelcey Dale"]
tt0018525	5	nm0176699	director		
tt0018525	6	nm0267868	writer	titles	
tt0018525	7	nm0477437	writer	novel "The Understanding Heart"	
tt0018525	8	nm0522871	writer	adaptation	
tt0018525	9	nm0036507	cinematographer		
tt0018600	1	nm2055401	actor		
tt0018600	2	nm2054138	actor		
tt0018600	3	nm0482583	actress		
tt0018600	4	nm0498469	actress		
tt0018600	5	nm0508483	director		
tt0018600	6	nm0946291	director		
tt0018600	7	nm0911028	writer	play	
tt0018600	8	nm0508647	cinematographer		
tt0018600	9	nm2054187	actor		
tt0018742	10	nm0604526	writer	story	
tt0018742	1	nm0000036	actor		["Buster Luke Shannon"]
tt0018742	2	nm0206496	actress		["Sally Richards"]
tt0018742	3	nm0329467	actor		["Harold Stagg"]
tt0018742	4	nm0102718	actor		["Éditor Edward J. Blake"]
tt0018742	5	nm0781292	director		
tt0018742	6	nm0115669	writer	story	
tt0018742	7	nm0513858	writer	story	
tt0018742	8	nm0267868	writer	titles	
tt0018742	9	nm0090213	writer		
tt0019304	10	nm0004592	composer		
tt0019304	1	nm0576762	actor		["Captain James McQuigg"]
tt0019304	2	nm0938464	actor		["Nick Scarsi"]
tt0019304	3	nm0696679	actress		["Helen Hayes"]
tt0019304	4	nm0172318	actor		["Patrolman Johnson"]
tt0019304	5	nm0587277	director		
tt0019304	6	nm0179993	writer	from the stage success of	
tt0019304	7	nm0028636	writer	scenario	
tt0019304	8	nm0592217	writer	titles	
tt0019304	9	nm0066946	writer	scenario	
tt0019335	1	nm0001076	actress		["Rose-Marie"]
tt0019335	2	nm0615014	actor		["Jim Kenyon"]
tt0019335	3	nm0676473	actor		["Sergeant Malone"]
tt0019335	4	nm0354878	actor		["Etienne Doray"]
tt0019335	5	nm0399203	director		
tt0019335	6	nm0361877	writer	play	
tt0019335	7	nm0821716	writer	treatment	
tt0019335	8	nm0036507	cinematographer		
tt0019335	9	nm0682744	editor		
tt0019400	10	nm0005784	cinematographer		
tt0019400	1	nm0354313	actor		["Tommy"]
tt0019400	2	nm0392442	actor		["Nelson"]
tt0019400	3	nm0206333	actress		["Polly"]
tt0019400	4	nm0098376	actor		["Durant"]
tt0019400	5	nm0176699	director		
tt0019400	6	nm0604526	writer	scenario	
tt0019400	7	nm0696788	writer	scenario	
tt0019400	8	nm0394267	writer	titles	
tt0019400	9	nm1976494	composer		
tt0019607	10	nm0193015	editor		
tt0019607	1	nm0491048	actor		["Stanley, clarinet player"]
tt0019607	2	nm0001316	actor		["Ollie, French horn player"]
tt0019607	3	nm0071031	actor		["Musician"]
tt0019607	4	nm0104585	actor		["Manhole worker"]
tt0019607	5	nm0448012	director		
tt0019607	6	nm0907778	writer	titles	
tt0019607	7	nm0730018	producer	producer	
tt0019607	8	nm0004592	composer		
tt0019607	9	nm0413162	cinematographer		
tt0019832	10	nm0828419	cinematographer		
tt0019832	1	nm0491048	actor		["Stan"]
tt0019832	2	nm0001316	actor		["Ollie"]
tt0019832	3	nm0001318	actress		["Swanky Blonde"]
tt0019832	4	nm0104585	actor		["Bellhop"]
tt0019832	5	nm0287931	director		
tt0019832	6	nm0907778	writer	titles	
tt0019832	7	nm0564970	writer	story	
tt0019832	8	nm0730018	producer	producer	
tt0019832	9	nm0004592	composer		
tt0020042	10	nm0495461	producer	producer	
tt0020042	1	nm0642063	actress		["Ruth Morgan"]
tt0020042	2	nm0113902	actor		["Barry Holmes"]
tt0020042	3	nm0176971	actor		["Max Langley"]
tt0020042	4	nm0147248	actor		["Herman Kemple"]
tt0020042	5	nm0114266	director		
tt0020042	6	nm0747844	writer	screen play	
tt0020042	7	nm0939628	writer	screen play	
tt0020042	8	nm0286525	writer	story	
tt0020042	9	nm0614225	writer	story	
tt0020344	1	nm0902746	actress		["La ragazza"]
tt0020344	2	nm0195208	actor		["Giorgio"]
tt0020344	3	nm0187464	actor		["Jacques Mercier"]
tt0020344	4	nm0608314	actor		["Un amico di Jacques al casinò"]
tt0020344	5	nm0131460	director		
tt0020344	6	nm0195655	writer	story	
tt0020344	7	nm1994162	producer	producer	
tt0020344	8	nm0033169	cinematographer		
tt0020344	9	nm1261521	production_designer		
tt0020531	5	nm0287931	director		
tt0020516	1	nm0790454	actress		["Mary Elizabeth Dugan"]
tt0020516	2	nm0832011	actor		["Edward West"]
tt0020516	3	nm0912478	actor		["District Attorney Galway"]
tt0020516	4	nm0352495	actor		["Jimmy Dugan"]
tt0020516	5	nm0892045	director		
tt0020516	6	nm0306731	writer	writer	
tt0020516	7	nm0200125	cinematographer		
tt0020516	8	nm0786568	editor		
tt0020531	10	nm0694570	cinematographer		
tt0020531	1	nm0491048	actor		["Stan"]
tt0020531	2	nm0001316	actor		["Ollver Hardy"]
tt0020531	3	nm0448012	actor		["Officer Kennedy"]
tt0020531	4	nm0123994	actress		["Mrs. Hardy"]
tt0020531	6	nm0730018	director		
tt0020531	7	nm0907778	writer	dialogue	
tt0020531	8	nm0564970	writer	story	
tt0020531	9	nm0531397	cinematographer		
tt0020793	1	nm0772300	actor		["Harry - a Dartmoor Farmer"]
tt0020793	2	nm0377429	actor		["Joe - a Barber's Assistant"]
tt0020793	3	nm0054689	actress		["Sally - a Manicurist"]
tt0020793	4	nm0002190	actor		["Bespectacled Man in Cinema"]
tt0020793	5	nm0696920	writer	from the story by	
tt0020793	6	nm4738941	composer		
tt0020793	7	nm8597178	composer		
tt0020793	8	nm0736183	cinematographer		
tt0020866	10	nm0243321	cinematographer		
tt0020866	1	nm0601698	actor		["Jim Hamilton"]
tt0020866	2	nm0172875	actress		["Alice Kendall"]
tt0020866	3	nm0400763	actor		["Fred Garlan"]
tt0020866	4	nm0160685	actress		["Esther Hamilton"]
tt0020866	5	nm0005847	director		
tt0020866	6	nm0950224	writer	story	
tt0020866	7	nm0119378	writer	scenario	
tt0020866	8	nm0405081	writer	scenario	
tt0020866	9	nm0326370	producer	producer	
tt0020873	10	nm0002545	writer	dialogue	
tt0020873	1	nm0394244	actress		["Marion Lenox"]
tt0020873	2	nm0001479	actress		["Alice O'Neil"]
tt0020873	3	nm0604656	actor		["Bronson Lenox"]
tt0020873	4	nm0823633	actor		["Henry Morgan"]
tt0020873	5	nm0628345	director		
tt0020873	6	nm0026639	writer	story	
tt0020873	7	nm0336552	writer	play "The Best People"	
tt0020873	8	nm0394479	writer	play "The Best People"	
tt0020873	9	nm0456646	writer	story	
tt0020927	10	nm0336956	actress		["House Detective's Wife"]
tt0020927	1	nm0001211	actor		["J. Effingham Bellweather"]
tt0020927	2	nm1403992	actor		["Guest in Lobby"]
tt0020927	3	nm0085559	actor		["Guest in Lobby with Letter"]
tt0020927	4	nm1415188	actress		["Little Girl"]
tt0020927	5	nm0108519	director		
tt0020927	6	nm0110607	producer	producer	
tt0020927	7	nm0958381	cinematographer		
tt0020927	8	nm0793251	editor	film editor	
tt0020927	9	nm0243026	actor		["Deep Sea McGurk - House Detective"]
tt0021040	10	nm0942639	editor	film editor	
tt0021040	1	nm0001766	actress		["Kay Arnold"]
tt0021040	2	nm0336339	actor		["Jerry Strong"]
tt0021040	3	nm0792514	actor		["Bill Standish"]
tt0021040	4	nm0696679	actress		["Dot Lamar"]
tt0021040	5	nm0001008	director		
tt0021040	6	nm0343228	writer	adapted from the David Belasco Stage Play by	
tt0021040	7	nm0842485	writer	adaptation and dialogue	
tt0021040	8	nm0169902	producer	producer	
tt0021040	9	nm0907900	cinematographer		
tt0021189	10	nm0005784	cinematographer		
tt0021189	1	nm0203836	actress		["Dulcy"]
tt0021189	2	nm0637790	actor		["Gordon"]
tt0021189	3	nm0352495	actor		["Bill"]
tt0021189	4	nm0659427	actor		["Leach"]
tt0021189	5	nm0896542	director		
tt0021189	6	nm0442151	writer	play "Dulcy"	
tt0021189	7	nm0175091	writer	play "Dulcy"	
tt0021189	8	nm0562372	writer	dialogue	
tt0021189	9	nm0628339	writer	titles	
tt0021365	10	nm0005806	cinematographer		
tt0021365	1	nm0619261	actor		["Howard Vazey"]
tt0021365	2	nm0425512	actress		["Dorothy Daley"]
tt0021365	3	nm0616659	actress		["Viola Thorpe"]
tt0021365	4	nm0378555	actor		["Paul Thorpe"]
tt0021365	5	nm0102643	director		
